Operator Name,Location Name,Address Name,Address Street,Address Town,Address County,Address Postcode 1,Address Postcode 2,Incumbent Duty Type Text,Previous Name,LA Code,Local Authority,Country
Maxam UK Limited,Faldingworth,Spridlington Road,"Faldingworth Airbase, Faldington",Market Rasen,Lincolnshire,LN8,3SQ ,COMAH Lower Tier Operator,,9081,Lincolnshire County Council,England
MBDA (UK) Limited,Henlow,,Bedford Road,Henlow,Bedfordshire,SG16,6EB,COMAH Lower Tier Operator,,0240,Central Bedfordshire UA,England
Mersey Docks and Harbour Company (The),West Seaforth Docks,S.10 Storage Warehouse,"West Seaforth Docks, Seaforth",Liverpool,Merseyside,L21,1LA,COMAH Lower Tier Operator,,4320,Sefton,England
Metapic Limited,Chesterfield,,Brimington Road North         ,Chesterfield,Derbyshire                    ,S41 ,9BG,COMAH Lower Tier Operator,,1015,Chesterfield,England
Miswa Chemicals Limited,Northampton ,54 Caswell Road,Blackmills,Northampton ,Northamptonshire,NN4,7PW,COMAH Lower Tier Operator,,2825,Northampton,England
Mole Valley Forage Services Limited,Newport,"8 shed, North Side","South Dock, Alexandra Docks",Newport,Gwent,NP20,2NQ,COMAH Lower Tier Operator,,6935,Newport UA,Wales
Monarch Chemicals Limited,Sheerness,,New Road,Sheerness,Kent,ME12,1LZ,COMAH Lower Tier Operator,,2255,Swale,England
MP Storage and Blending Limited,Middlesbrough,,Dockside Road,Middlesbrough,Cleveland,TS3,8AS,COMAH Lower Tier Operator,,0734,Middlesbrough UA,England
Multisol Limited,Irlam,Northbank Industrial Estate,"Huntsman Drive, Irlam",Manchester,Greater Manchester,M44,5EG,COMAH Lower Tier Operator,,4230,Salford,England
Nalco Manufacturing Limited,Aberdeen,Minto Avenue,Altens Industrial Estate,Aberdeen,Aberdeenshire,AB12,3JZ,COMAH Lower Tier Operator, (was Champion Technologies Limited),9051,Aberdeen City UA,Scotland
Nammo (U.K.) Limited,Westcott,Building 47,Westcott Venture Park,"Westcott, Aylesbury",Buckinghamshire,HP18,0XB,COMAH Lower Tier Operator,,0425,Wycombe,England
Newport Wafer Fab Limited,Newport,,Cardiff Road,Newport,Gwent,NP10,8YJ,COMAH Lower Tier Operator, (was IR Newport Limited) (was International Rectifier Newport Ltd),6935,Newport UA,Wales
NNB Generation Company (HPC) Limited,Hinkley Point C,Construction,Wick Moor Drove ,Bridgwater,Somerset,TA5,1UD,COMAH Lower Tier Operator,,3320,West Somerset,England
NorSea Group (UK) Limited,Peterhead,Smith Quay,Peterhead Harbour,Peterhead,Aberdeenshire,AB42,1DX,COMAH Lower Tier Operator,,9052,Aberdeenshire UA,Scotland
North British Distillery Company Limited (The),Livingston,Houstoun Industrial Estate,Nettlehill Road,Livingston,West Lothian,EH54,5DL,COMAH Lower Tier Operator,,9079,West Lothian UA,Scotland
North British Distillery Company Limited (The),The Grain Distillery,,9 Wheatfield Road,Edinburgh,Lothian,EH11,2PX,COMAH Lower Tier Operator,,9064,Edinburgh UA,Scotland
North West Logistics Limited,Altham,"Unit 5, Shorten Brook Way",Altham Business Park,Accrington,Lancashire,BB5,5JY,COMAH Lower Tier Operator,,2330,Hyndburn,England
Notedome Limited,Coventry,"Unit 4, Binley Industrial Estate",Golden Acres Lane,Coventry,West Midlands,CV3,2RT,COMAH Lower Tier Operator,,4610,Coventry,England
Novagas (LPG) Limited,Ashford,The Fuel Depot,Capel Road,"Ruckinge, Ashford",Kent,TN26,2PJ,COMAH Lower Tier Operator, (was Novagas Limited),2205,Ashford,England
Nu-Pro Limited,Thrupp,Eagle Works,London Road,"Thrupp, Stroud",Gloucestershire,GL5,2BA,COMAH Lower Tier Operator,,1625,Stroud,England
NW Trading (Humber) Limited,Hull - Euro Terminal,Euro Terminal,Alexandra Dock,Hull,East Riding of Yorkshire,HU9,1TA,COMAH Lower Tier Operator,,2004,Hull City UA,England
NW Trading Limited,Caldaire Terminal,Dutch Riverside,,Goole,East Riding of Yorkshire      ,DN14,5TB,COMAH Lower Tier Operator,,2001,East Riding,England
Oakmere Technical Services Limited,Tarvin,Unit 9 Pool Bank Business Park,High Street,Tarvin,Cheshire,CH3,8JH,COMAH Lower Tier Operator,,0660,Cheshire West and Chester UA,England
O-I Manufacturing UK Limited,Harlow Factory,,Edinburgh Way,Harlow,Essex,CM20,2DB,COMAH Lower Tier Operator,,1540,Harlow,England
Olleco,Aston Clinton CHP Plant,Samian Way,Aston Clinton,Aylesbury,Buckinghamshire,HP22,5WJ,COMAH Lower Tier Operator,,0405,Aylesbury Vale,England
OMYA UK Limited,Melton,"Gibson Lane, Melton Bottom","Melton, North Ferriby",Hull,East Riding of Yorkshire      ,HU14,3LJ,COMAH Lower Tier Operator, (was Pluss-Staufer Limited),2004,Hull City UA,England
OQEMA Limited,Cricklade,,Chilworth Industrial Estate,Cricklade,Wiltshire,SN6,6HQ,COMAH Lower Tier Operator, (was Lansdowne Chemicals Plc),3940,Wiltshire UA,England
OQEMA London Limited ,Denaby Lane Industrial Estate,Denaby Lane,Denaby,Doncaster,South Yorkshire,DN12,4LQ,COMAH Lower Tier Operator, (was OQEMA Whyte Limited) (was Whyte Chemicals Limited),4410,Doncaster,England
Orica UK Limited,Culcheth,Glazebury Depot,Wilton Lane,Nr Warrington,Cheshire,WA3,4BE,COMAH Lower Tier Operator,,0655,Warrington UA,England
Orica UK Limited,Fife,Muirside Depot,,Culross,Fife,KA20,3LN,COMAH Lower Tier Operator,,9066,Fife UA,Scotland
Origin UK Operations Limited,Cumbria,Old Airfield,The Wath,Silloth,Cumbria,CA7,4PH,COMAH Lower Tier Operator,(was Origin Fertilisers 2011 Limited) (was Carrs Fertilisers Limited),0905,Allerdale,England
Origin UK Operations Limited,Alexandra Dock,,West Way Road,"South Dock, Newport",Gwent,NP9 ,2WZ,COMAH Lower Tier Operator,(AKA Origin Fertilisers (UK) Limited) (was IAWS Fertilisers UK Ltd),6935,Newport UA,Wales
Origin UK Operations Limited,Cattedown,,Maxwell Road,Plymouth,Devon,PL4,0SN,COMAH Lower Tier Operator,(AKA Origin Fertilisers (UK) Limited) (was IAWS Fertilisers UK Ltd),1160,Plymouth UA,England
Origin UK Operations Limited,Cliff Quay,,Cliff Quay,Ipswich,Suffolk,IP3,0BS,COMAH Lower Tier Operator,(AKA Origin Fertilisers (UK) Limited) (was IAWS Fertilisers UK Ltd),3515,Ipswich,England
Origin UK Operations Limited,Immingham Dock,,Gresley Way,Immingham,North East Lincolnshire,DN40,2QQ,COMAH Lower Tier Operator,(AKA Origin Fertilisers (UK) Limited) (was IAWS Fertilisers UK Ltd),2002,North East Lincolnshire,England
Origin UK Operations Limited,Sharpness Dock,The Docks,Sharpness,Berkeley,Gloucestershire               ,GL13,9UX,COMAH Lower Tier Operator,,1625,Stroud,England
Origin UK Operations Limited,Stockton-on-Tees (Portrack Site),,Tees Bridge Approach Road,Stockton-on-Tees,Cleveland ,TS18,2RF,COMAH Lower Tier Operator,,0738,Stockton-on-Tees,England
Origin UK Operations Limited,Great Yarmouth,,South Beach Parade,Great Yarmouth,Norfolk,NR30,3QA,COMAH Lower Tier Operator, (was Bunn Fertiliser Limited),2615,Great Yarmouth,England
Oxkem Limited,Reading,,117 Loverock Road,Reading,Berkshire,RG30,1DZ,COMAH Lower Tier Operator,,0345,Reading,England
P D Port Services Limited,Howdendyke,Former Daltrade Works,Howdendyke,Goole,East Riding of Yorkshire      ,DN14,7UW,COMAH Lower Tier Operator,,2001,East Riding,England
P D Port Services Limited,Riverside Jetty (Howdendyke),Port of Howden,Howdendyke,Goole,East Riding of Yorkshire      ,DN14,7UW,COMAH Lower Tier Operator,,2001,East Riding,England
Pains Fireworks Limited,Salisbury,"Old Chalkpit, Romsey Road",Whiteparish,Salisbury,Wiltshire,SP5,2SD,COMAH Lower Tier Operator,,3940,Wiltshire UA,England
Peterson (United Kingdom) Limited,Aberdeen - Waterloo Quay,Nautilus House,35 Waterloo Quay,Aberdeen,Aberdeenshire,AB11,5BS,COMAH Lower Tier Operator, (was Peterson SBS Ltd)(was SBS Logistics Ltd),9051,Aberdeen City UA,Scotland
Peterson (United Kingdom) Limited,Lerwick,Greenhead Base,Gremista,Lerwick,Shetland,ZE1,0PY,COMAH Lower Tier Operator, (was Peterson SBS Ltd)(was SBS Logistics Ltd),9010,Shetland,Scotland
Peterson (United Kingdom) Limited,Aberdeen - Torry Quay,Torry Quay Marine Base,Sinclair Road,Aberdeen ,Aberdeenshire,AB11,9QL,COMAH Lower Tier Operator,,9051,Aberdeen City UA,Scotland
Petroineos Fuels Assets Limited,Dalston,,Barras Lane                   ,Carlisle           ,Cumbria                       ,CA5 ,7LX,COMAH Lower Tier Operator, (was Ineos Fuels Limited (was BP Oil UK Ltd)),0915,Carlisle,England
Plastica Limited,Perimeter House,,Napier Road,St Leonards  on Sea,East Sussex,TN38,9NY,COMAH Lower Tier Operator,,1415,Hastings,England
Portico Shipping Limited,Portsmouth,Prospect Road,Flathouse Quay,Portsmouth,Hampshire,PO2,7SP,COMAH Lower Tier Operator,,1775,Portsmouth UA,England
PPG Architectural Coatings UK Limited,Batley,,Huddersfield Road,Batley,West Yorkshire,WF17,9XA,COMAH Lower Tier Operator,,4725,Wakefield,England
PPG Industries (UK) Limited,Shildon,Darlington Road,Shildon,Durham,County Durham,DL4,2QP,COMAH Lower Tier Operator,,1360,Durham County UA,England
Prax Terminals Limited,Jarrow Terminal,Quay Corner,Priory Road,Jarrow,Tyne & Wear,NE32,3HH,COMAH Lower Tier Operator, (was Shell UK Oil Products Limited),4520,South Tyneside,England
Precision Explosives Limited,Tonbridge,"New Hay Farm, Old Hay",Brenchley,TONBRIDGE,Kent,TN12,7DG,COMAH Lower Tier Operator,,,,England
Premier LPG Limited,Preston,Site D3 Redscar Business Park,Longridge Road,"Ribbleton, Preston",Lancashire,PR2,5NQ,COMAH Lower Tier Operator,,2345,Preston,England
Prime Formulations Limited,Doncaster,Denaby Lane Industrial Estate,Old Denaby,Doncaster,South Yorkshire,DN12,4LQ,COMAH Lower Tier Operator,,4410,Doncaster,England
Proseat LLP,Stakehill Industrial Estate,"Unit A, Stakehill Industrial Estate",Touchet Hall Road,Manchester,Greater Manchester,M24,2SJ,COMAH Lower Tier Operator,,4225,Rochdale,England
Protim Solignum Limited,Yarm Road Industrial Estate,Yarm Road Industrial Estate,Lingfield Way,Darlington,County Durham,DL1,4QA,COMAH Lower Tier Operator,,1350,Darlington,England
Puma Energy (UK) Limited,Theale Fuel Terminal,Theale Fuel Terminal,Wigmore Lane  Bath Road      ,Reading                       ,Berkshire,RG7 ,5BJ,COMAH Lower Tier Operator, (was Murco Petroleum Ltd),0340,West Berkshire UA,England
Puma Energy (UK) Limited,Westerleigh Oil Terminal,Westerleigh Oil Terminal,Oakley Green                  ,Bristol,South Gloucestershire,BS37,8QZ,COMAH Lower Tier Operator, (was Murco Petroleum Ltd),0119,South Gloucs UA,England
PX Limited,Northampton Fuel Terminal,,25 St James Mill Road            ,Northampton              ,Northamptonshire,NN5 ,5JN,COMAH Lower Tier Operator, (was BP Oil UK Limited),2825,Northampton,England
QinetiQ Limited,MOD Boscombe Down,MOD Boscome Down,,Salisbury,Wiltshire,SP4,0JF,COMAH Lower Tier Operator,,3940,Wiltshire UA,England
QinetiQ Limited,MOD Eskmeals,MOD Eskmeals,,Millom,Cumbria,LA19,5YR,COMAH Lower Tier Operator,,0920,Copeland,England
Qualitech Environmental Services Limited,Hartlepool,Tofts Farm Industrial Estate,West Brenda Road                   ,Hartlepool,Cleveland                     ,TS25,2BQ,COMAH Lower Tier Operator, (was Baker Hughes Limited),0724,Hartlepool,England
Quat-Chem Limited,Rochdale,1-4 Sandfield Industrial Park,Dodgson Street,Rochdale,Lancashire,OL16,5SJ ,COMAH Lower Tier Operator,,4225,Rochdale,England
Radius Aerospace UK Limited,Sheffield,Holbrook Works,"Halfway, Staion Road",Sheffield,South Yorkshire,S20,3GB,COMAH Lower Tier Operator, (was Doncasters Aerospace Limited (was Doncasters Limited (was Doncasters Group Limited (was Doncasters Structures Limited),4420,Sheffield,England
Reabrook Limited,Moira,,Rawdon Road                   ,Swadlincote               ,Derbyshire,DE12,6DA,COMAH Lower Tier Operator,,2435,NW Leicestershire,England
Recticel UK Limted,Alfreton,Clover Nook Industrial Estate,Bluebell Close,Alfreton ,Derbyshire,DE55,4RD,COMAH Lower Tier Operator,,1010,Bolsover,England
Recticel UK Limted,Stoke on Trent,,Whittle Road,Stoke-on-Trent,Staffordshire,ST3,7TU,COMAH Lower Tier Operator,,3455,Stoke-on-Trent,England
Reichhold (UK) Limited,London Willow Lane Mitcham,,54 Willow Lane,Mitcham,Surrey,CR4,4NA,COMAH Lower Tier Operator,,5720,Merton,England
Revlon International Corporation,Stone,Brooms Road,Stone Business Park,Stone,Staffordshire,ST15,0SH,COMAH Lower Tier Operator, (was Bibby Distribution Limited),3435,Staffordshire Moorlands,England
Rix Petroleum (Hull) Limted,Hull,Fountain Road,,Hull,East Riding of Yorkshire      ,HU2,0WL,COMAH Lower Tier Operator,,2004,Hull City UA,England
RMS Grimsby & Immingham Limited,Grimsby,Alexandra Dock,West Side Road,Grimsby,North East Lincolnshire       ,DN31,3TD,COMAH Lower Tier Operator, (was Freshney Cargo Services Ltd),2002,North East Lincolnshire,England
Robert Stuart Limited,Harlow,,10 Edinburgh Way,Harlow,Essex,CM20,2DH,COMAH Lower Tier Operator,,1540,Harlow,England
Robinson Brothers Limited,Ryders Green Works,Ryders Green,Phoenix Street                ,West Bromwich,West Midlands                 ,B70 ,0AH,COMAH Lower Tier Operator,,4620,Sandwell,England
Rockwool Limited,Glamorgan,,Wern Tarw,Bridgend,Mid Glamorgan,CF35,6NY,COMAH Lower Tier Operator,,6915,Bridgend UA,Wales
Rolls Royce Plc,Barnoldswick - Bankfield,PO Box 3 Bankfield Site,Skipton Road,Colne,Lancashire,BB18,5RU,COMAH Lower Tier Operator,,2340,Pendle,England
Rolls Royce Plc,Barnoldswick - Ghyll Brow,PO Box 3 Ghyll Brow Site,Skipton Road,Colne,Lancashire,BB18,5RU,COMAH Lower Tier Operator,,2340,Pendle,England
Rolls-Royce Plc,Hucknall,Harrier Business Park,Dorey Way,Hucknall,Nottinghamshire,NG19,6EU,COMAH Lower Tier Operator,,3005,Ashfield,England
Rose Gas Limited,Sunset Farm,Sunset Farm,"Heathfield Road, Cross in Hand                             ",Heathfield,East Sussex                   ,TN21,0TX,COMAH Lower Tier Operator,,1435,Wealden,England
Russell Laboratories Limited,Kingsnorth Ind Est,Unit A-C,Austin House,Ashford,Kent,TN23,6LW,COMAH Lower Tier Operator,,2205,Ashford,England
RWE Generation UK Plc,Aberthaw Power Station,The Leys,Aberthaw,Barry,South Glamorgan,CF62,4ZW,COMAH Lower Tier Operator, (was RWE npower PLC),6950,Vale of Glamorgan UA,Wales
S & J D Robertson North Air Limited,Stansted,Eleventh Avenue,Stansted Airport,Stansted,Essex,CM24,1QN,COMAH Lower Tier Operator, (was Stansted Fuelling Company Limited),1570,Uttlesford,England
S & J D Robertson North Air Limited (with Pentland Aviation Fuelling Services Limited),Glasgow Airport Aviation Fuel Storage Depot,Fuel Farm,St. Andrews Drive,"Abbotsinch, Paisley",Renfrewshire,PA3,2TJ,COMAH Lower Tier Operator, (was BP International Ltd),9075,Renfrewshire UA,Scotland
Safapac Limited,Peterborough,,4 Stapleton Road,"Orton Southgate, Peterborough",Cambridgeshire,PE2,6TB,COMAH Lower Tier Operator,,0540,Peterborough UA,England
Safran Landing Systems Services UK Limited,Meteor Business Park,Meteor Business Park,Cheltenham Road,Gloucester,Gloucestershire,GL2,9QL,COMAH Lower Tier Operator, (was Messier Services (UK) Limited),1630,Tewkesbury,England
Safran Landing Systems UK Limited,Gloucester,,Cheltenham Road East,Gloucester,Gloucestershire,GL2,9QH,COMAH Lower Tier Operator, (was Messier-Dowty Ltd),1630,Tewkesbury,England
Salvatori Group of Companies Limited (The),Aylesham,4 Covert Road,Aylesham Industrial Estate,Aylesham,Kent,CT3,3EQ,COMAH Lower Tier Operator,,2210,Canterbury,England
Sandvik Limited t/a Sandvik Powder and Blanks Technology,North Site - Coventry,PO Box 89,Torrington Avenue,Coventry,West Midlands,CV4,9XG,COMAH Lower Tier Operator, (was Sandvik Hard Materials Ltd),4610,Coventry,England
Sanglier Limited,Mansfield,Bleak Hill Way,Hermitage Industrial Estate,Mansfield,Nottinghamshire,NG18,5EZ,COMAH Lower Tier Operator,,3025,Mansfield,England
Schlegel Limited,Henlow Camp,Henlow Industrial Estate,                              ,Henlow                       ,Bedfordshire                  ,SG16,6DS,COMAH Lower Tier Operator, (was Schlegel UK (2006) Limited),0240,Central Bedfordshire UA,England
Scotland Gas Networks PLC,Campbeltown LNG Storage Installation,,The Roading,Campbeltown,Argyll & Bute,PA28,6JL,COMAH Lower Tier Operator,,9054,Argyll & Bute UA,Scotland
Scotland Gas Networks PLC,Oban LNG Storage Installation,,Lochavullin Road              ,Oban,Argyll & Bute,PA34,4PL,COMAH Lower Tier Operator,,9054,Argyll & Bute UA,Scotland
Scotland Gas Networks PLC,Thurso LNG Storage Installation,Janetstown Industrial Estate,Newlands of Geise,Thurso,Caithness,KW14,7XW,COMAH Lower Tier Operator,,9068,Highland UA,Scotland
Scotland Gas Networks PLC,Wick LNG Storage Installation,Stemster Hill,Milton,Wick,Caithness,KW1,5DT,COMAH Lower Tier Operator,,9068,Highland UA,Scotland
Scott Bader UK Limited,Wollaston Hall,Main Factory,,Wellingborough,Northamptonshire,NN29,7RL,COMAH Lower Tier Operator,,2835,Wellingborough,England
Sea Bunkering Limited,Blyth,Bates Terminal,Chain Ferry Road,Blyth,Northumberland,NE24,5SY,COMAH Lower Tier Operator,,2940,Northumberland UA,England
Sharpness Dock Limited,Mersey Wharf,,Dock Road South,Bromborough,Cheshire,CH62,4SF,COMAH Lower Tier Operator,,4325,Wirral,England
Sharpness Dock Limited,Sharpness Dock,The Docks,                              ,Sharpness,Gloucestershire               ,GL13,9UX,COMAH Lower Tier Operator,,1625,Stroud,England
Shell UK Oil Products Limited,Luton Airport                  ,Terminal Building,Percival Way                  ,Luton                         ,Bedfordshire                  ,LU2 ,9LU,COMAH Lower Tier Operator,,0230,Luton UA,England
Sherwin-Williams Diversified Brands Limited,Sheffield,Thorncliffe Park,Chapeltown,Sheffield,South Yorkshire,S35,2YP,COMAH Lower Tier Operator, (was Ronseal Limited),4420,Sheffield,England
Shin-etsu Handotai Europe Limited,Toll Roundabout,,Wilson Road,Livingston,West Lothian,EH54,7DA,COMAH Lower Tier Operator,,9079,West Lothian UA,Scotland
Sigma-Aldrich Company Limited,Gillingham,Brickfields Business Park,New Road                      ,Gillingham,Dorset                        ,SP8 ,4XT,COMAH Lower Tier Operator,,1215,North Dorset,England
Sika Limited,Preston,Iotech House,Miller Street,Preston,Lancashire,PR1,1EA,COMAH Lower Tier Operator, (was Incorez Limited),2345,Preston,England
Simec Oil and Chemical Limited,Newport,,Corporation Road,Newport,Gwent,NP19,4XE,COMAH Lower Tier Operator,,6935,Newport UA,Wales
Sky Pyro Limited,Bridgnorth,Ditton Priors Trading Estate,"Station Road, Ditton Priors",Bridgnorth,Shropshire,WV16,6SS,COMAH Lower Tier Operator,,3250,Shropshire UA,England
Solent Gateway Limited,Sea Mounting Centre,Marchwood,,Southampton,Hampshire,SO40,4ZG,COMAH Lower Tier Operator,,1780,Southampton UA,England
Speymalt Whisky Distributors Limited,Benromach Distillery,,Invererne Road,Forres,Moray,IV36,3EB,COMAH Lower Tier Operator,,9071,Moray UA,Scotland
SSE Generation Limited,Lerwick Power Station,,Gremista,Lerwick,Shetland,ZE1,0PS,COMAH Lower Tier Operator,,9010,Shetland,Scotland
Stainless Plating Limited,Stainless Plating,,Don Road,Sheffield,South Yorkshire,S9,2UB,COMAH Lower Tier Operator,,4420,Sheffield,England
Stan Robinson Distribution Limited,Ladfordfields Ind Estate,Ladfordfields Industrial Estate,Seighford,Stafford,Staffordshire,ST18,9QE,COMAH Lower Tier Operator,,3425,Stafford,England
Stanlow Terminals Limited,Stanlow,Stanlow Terminal,"Gate 2, Oil Sites Road",Ellesmere Port,Wirral,CH65,4BD,COMAH Lower Tier Operator,,0660,Cheshire West and Chester UA,England
Sterigenics UK Limited,Sterigenics UK Ltd,Cotes Park Estate,Somercotes,Alfreton,Derbyshire,DE55,4NJ,COMAH Lower Tier Operator,,1005,Amber Valley,England
Swinton Electro Plating Limited,Swinton,Royal Oak Works,Oak Street,Pendlebury,Greater Manchester,M27,4FL,COMAH Lower Tier Operator, (was Swinton Electroplating (Lancs) Ltd),4230,Salford,England
Synergy Health Sterilisation UK Limited,Thorne,"Unit 1, Alpha Court",Capital Park,"Thorne, Doncaster",South Yorkshire,DN8,5TZ,COMAH Lower Tier Operator, (was Synergy Health Limited),4410,Doncaster,England
Synthomer (UK) Limited,Grimsby,,South Marsh Road              ,"Stallingborough, Grimsby",North East Lincolnshire       ,DN37,8DB,COMAH Lower Tier Operator, (was Synthomer Limited),2002,North East Lincolnshire,England
Synthomer (UK) Limited,Harlow,,Central Road,"Templefields, Harlow",Essex                         ,CM20,2BH,COMAH Lower Tier Operator, (was Synthomer Limited),1540,Harlow,England
Syntor Fine Chemicals Limited,Knowsley ,Knowsley Industrial Estate,Woodward Road,Kirkby,Merseyside,L33,7UG,COMAH Lower Tier Operator,,4305,Knowsley,England
Syntor Fine Chemicals Limited,Runcorn,"Unit 11, Boleyn Court",Manor Park,Runcorn,Cheshire,WA7,1SR,COMAH Lower Tier Operator,,0650,Halton UA,England
Tan International Limited,Perth,Tayview Industrial Estate,Friarton Road,Perth,Perthshire,PH2,8DG,COMAH Lower Tier Operator,,9074,Perth & Kinross UA,Scotland
Tata Steel UK Limited,Shotton Works,,Shotton Works,Deeside,Flintshire                    ,CH5,2NH,COMAH Lower Tier Operator,(was Corus Ltd),6835,Flintshire UA,Wales
Tata Steel UK Limited,Trostre Steelworks,,Trostre Works ,Llanelli,Carmarthenshire ,SA14,9SD,COMAH Lower Tier Operator, (was Corus Packaging Plus),6825,Carmarthenshire UA,Wales
Tennants Distribution Limited,Batley,Gelderd Road Industrial Estate,Gelderd Road                  ,Bately,West Yorkshire                ,WF17,9NF,COMAH Lower Tier Operator,,4725,Wakefield,England
Tennants Distribution Limited,Manchester,,Hazelbottom Road              ,Manchester      ,Greater Manchester            ,M8  ,0GR,COMAH Lower Tier Operator,,4215,Manchester,England
Tennants Distribution Limited,West Bromwich,,Ryders Green Road             ,West Bromwich,West Midlands                 ,B70 ,0AX,COMAH Lower Tier Operator,,4620,Sandwell,England
Tesco Distribution Limited,Tesco Daventry Grocery Depot,Daventry Rail Freight Terminal,Stephenson Way,"Kilsby, Rugby",Northamptonshire,CV23,8YH,COMAH Lower Tier Operator,,2810,Daventry,England
Tetrosyl Limited,Bury - Heap Bridge,,Bridge Hall Lane              ,Bury                ,Lancashire                    ,BL9 ,7NY,COMAH Lower Tier Operator,,4220,Oldham,England
Tetrosyl Limited,Rochdale - Royal Barn Road,Royle Barn Road,Castleton,Rochdale,Greater Manchester,OL11,3DT,COMAH Lower Tier Operator,,4225,Rochdale,England
Thames Water Utilities Limited,Walthamstow (Coppermill Lane),,Coppermill Lane,Walthamstow,Greater London,E17,7HQ,COMAH Lower Tier Operator,,5930,Waltham Forest,England
Thames Water Utilities Limited,Ashford Common Water Treatment Works,Ashford Common Water Works,Staines Road West,Ashford,Middlesex,TW15,1RY,COMAH Lower Tier Operator,,3635,Spelthorne,England
Thames Water Utilities Limited,Beckton Sewage Treatment Works,,Jenkins Lane,Barking,Essex,IG11,0AD,COMAH Lower Tier Operator,,5750,Newham LB,England
Thames Water Utilities Limited,Crossness Sewage Treatment Works,,Belvedere Road,Abbey Wood,Greater London,SE2,9AQ,COMAH Lower Tier Operator,,5120,Bexley,England
Thames Water Utilities Limited,Deephams Sewage Tratment Works,,Picketts Lock Lane,London,Middlesex,N9,0BA,COMAH Lower Tier Operator,,5300,Enfield,England
Thames Water Utilities Limited,Hampton Advanced Water Treatment Works ,Thames Water Stn414 Supply,Lower Sunbury Road,Hampton,Greater London,TW12,2ES,COMAH Lower Tier Operator,,5810,Richmond-upon-Thames,England
Thames Water Utilities Limited,Maple Lodge Sewage Treatment Works,,Denham Way,Rickmansworth,Hertfordshire,WD3,9SQ,COMAH Lower Tier Operator,,1940,Three Rivers,England
Thames Water Utilities Limited,Mogden Sewage Treatment Works,Mogden Sewage Treatment Works,Mogden Lane,Isleworth,Middlesex,TW7,7LP,COMAH Lower Tier Operator,,5540,Hounslow,England
Thames Water Utilities Limited,Long Reach Sewage Treatment Works,,Marsh Street,Dartford,Kent,DA1,5PP ,COMAH Lower Tier Operator,,2215,Dartford,England
Thames Water Utilities Limited,Gateway Desalination Plant,Beckton Sewage Works,Jenkins Lane,Barking,Essex,IG11,0AD,COMAH Lower Tier Operator,,5750,Newham LB,England
Thames Water Utilities Limited,Riverside Sewage Treatment Works,,Ferry Lane,Rainham,Essex,RM13,8QS,COMAH Lower Tier Operator,,5480,Havering,England
Thomas Swan & Co Limited,Consett,,,Consett,County Durham,DH8 ,7ND,COMAH Lower Tier Operator,,1360,Durham County UA,England
Titanium Fireworks Limited,Whitegates,Main Road,Stonely,St Neots,Cambridgeshire,PE19,5ES,COMAH Lower Tier Operator, (was Kimbolton Fireworks Limited),0520,Huntingdon,England
TNT Fireworks UK Limited,Hangar 41D Site,,Aston Down,Stroud,Gloucestershire,GL8,8GA,COMAH Lower Tier Operator,,1625,Stroud,England
Tomatin Distillery Company Limited (The),Tomatin Distillery,,,Inverness,Invernesshire,IV13,7YT,COMAH Lower Tier Operator,,9068,Highland UA,Scotland
Tor Coatings Limited,Portobello Industrial Estate,Portobello Industrial Estate,Chester Le Street,Birtley        ,Durham,DH3,2RE,COMAH Lower Tier Operator,,4505,Gateshead,England
Tradebe Solvent Recycling Limited,Knottingley,Po Box 16,Weeland Road,Knottingley,West Yorkshire,WF11,8DZ,COMAH Lower Tier Operator, (was Solvent Resource Management Limited),4725,Wakefield,England
Tradebe Solvent Recycling Limited,Ocean Terminal,Hendon Dock,,Sunderland,Tyne & Wear,SR1,2ES,COMAH Lower Tier Operator,,4525,Sunderland,England
TS Resins Limited,Mold,Alyn Works,Denbigh Road                  ,Mold,Flintshire                    ,CH7 ,1BT,COMAH Lower Tier Operator, (was Dynea UK Ltd),6835,Flintshire UA,Wales
TW Logistics Limited,Wrabness Storage Depot,,Wheatsheaf Lane               ,Manningtree                ,Essex                         ,CO11,2TE,COMAH Lower Tier Operator,,1560,Tendring,England
UM Storage Limited,Hull,King George Dock,,Hull,Humberside,HU9,5PR,COMAH Lower Tier Operator,,2004,Hull City UA,England
Ungerer Limited,Bromborough,Unit 1 Stadium Court,Plantation Road,Bromborough,Wirral,CH62,3RN,COMAH Lower Tier Operator,,4325,Wirral,England
Unilever UK Limited,Warrington,Bank Quay Works,2 Liverpool Road,Warrington,Cheshire,WA5 ,1AA,COMAH Lower Tier Operator,,0655,Warrington UA,England
Uniper UK Limited,Ratcliffe-on-Soar Power Station,,Ratcliffe-on-Soar,Nottingham,Nottinghamshire,NG11,0EE,COMAH Lower Tier Operator, (was E.on UK PLC),3040,Rushcliffe,England
United Molasses Group Limited,Bootle,Gladstone Dock,Shore Road,Bootle,Merseyside,L20,1BE,COMAH Lower Tier Operator,,4320,Sefton,England
United Utilities Water Limited,Davyhulme Water Treatment Works,Rivers Lane,Urmston,Manchester,Greater Manchester,M41,7JB ,COMAH Lower Tier Operator,,4245,Trafford,England
United Utilities Water Limited,Watchgate Water Treatment Works,,Selside,Kendal                ,Cumbria                       ,LA8 ,9LQ,COMAH Lower Tier Operator,,0930,South Lakeland,England
